Ax_RS,Ay_RS,Az_RS,Gx_RS,Gy_RS,Gz_RS,Ax_RA,Ay_RA,Az_RA,Gx_RA,Gy_RA,Gz_RA,Ax_RT,Ay_RT,Az_RT,Gx_RT,Gy_RT,Gz_RT,Ax_LT,Ay_LT,Az_LT,Gx_LT,Gy_LT,Gz_LT,Ax_LA,Ay_LA,Az_LA,Gx_LA,Gy_LA,Gz_LA,Ax_LS,Ay_LS,Az_LS,Gx_LS,Gy_LS,Gz_LS
-0.01,0.01,1.01,-0.52,-0.32,-0.86,-0.00,0.00,1.00,-0.87,-0.02,0.09,-0.00,-0.00,1.00,-0.89,0.85,0.11,-0.00,0.00,1.01,-0.31,0.13,-0.70,0.00,0.01,1.00,0.24,0.18,-1.05,-0.00,0.02,1.00,1.30,-0.21,-0.14
-0.01,0.01,1.00,-0.66,-0.24,-0.85,-0.00,0.00,1.00,-0.60,-0.05,0.15,-0.00,-0.01,1.00,-0.72,0.76,0.03,-0.01,0.01,1.01,-0.44,0.10,-0.65,0.00,0.01,1.00,0.00,0.26,-1.22,-0.01,0.03,0.99,1.00,0.05,-0.05
-0.00,0.02,1.00,-0.21,-0.04,-0.86,-0.00,-0.00,0.99,-0.65,0.08,0.32,-0.01,-0.01,0.99,-0.50,0.81,-0.15,-0.00,0.01,1.01,-0.45,-0.09,-0.65,-0.00,0.01,1.00,-0.15,0.31,-1.25,-0.00,0.02,1.01,0.38,-0.30,-0.45
-0.00,0.03,1.00,-0.37,-0.09,-0.85,-0.01,0.00,1.00,-0.30,0.03,0.43,-0.01,-0.02,1.01,-0.53,0.35,-0.37,-0.00,0.01,1.00,-0.76,-0.13,-0.49,-0.00,0.01,1.00,-0.34,0.10,-1.28,0.00,0.02,1.00,0.34,-0.19,-0.48
-0.02,0.02,1.00,-0.19,-0.03,-1.11,-0.00,0.00,1.01,-0.50,0.25,0.55,-0.00,-0.01,0.99,-0.37,0.27,-0.47,-0.01,0.01,1.00,-1.33,-0.08,-0.62,-0.01,0.01,1.01,-0.33,0.34,-1.31,-0.00,0.01,1.00,0.44,-0.02,-0.52
-0.00,0.02,1.00,-0.13,0.02,-1.17,-0.00,0.01,1.00,-0.33,0.13,0.66,-0.01,-0.02,0.99,-0.59,0.21,-0.53,-0.00,0.00,1.01,-1.31,-0.19,-0.63,-0.00,0.01,1.00,-0.26,0.25,-1.40,0.01,0.01,1.00,0.35,-0.05,-0.42
-0.01,0.01,1.01,-0.15,-0.04,-1.32,-0.01,0.00,1.00,0.05,0.09,0.81,-0.01,-0.01,0.99,-0.23,0.02,-0.77,0.00,-0.01,1.01,-1.25,-0.18,-0.63,0.00,0.00,1.00,-0.31,0.40,-1.37,-0.00,0.01,1.00,0.34,-0.15,-0.53
-0.00,0.01,1.00,0.01,0.18,-1.42,0.00,0.00,1.00,-0.08,-0.03,0.76,-0.01,-0.01,1.00,0.40,0.10,-0.85,-0.01,-0.00,1.00,-1.04,-0.08,-0.47,-0.00,0.01,1.01,-0.39,0.42,-1.57,-0.00,0.00,1.01,0.34,-0.02,-0.85
-0.01,0.01,1.01,-0.18,0.30,-1.35,0.00,-0.00,1.00,-0.13,0.05,0.98,0.00,-0.01,1.00,0.33,0.13,-0.85,-0.00,-0.01,1.01,-1.29,-0.14,-0.41,-0.00,0.01,1.00,-0.31,0.50,-1.57,0.01,0.01,1.00,0.14,-0.14,-0.58
-0.01,0.01,1.01,0.06,0.28,-1.52,-0.01,0.00,1.00,-0.06,0.15,0.95,-0.00,-0.01,0.99,0.28,-0.07,-0.94,-0.01,-0.01,1.00,-1.23,0.08,-0.40,-0.01,0.00,0.99,-0.47,0.61,-1.54,-0.00,0.01,1.01,0.29,0.25,-0.58
-0.00,0.00,1.00,0.02,0.24,-1.48,0.00,0.00,1.00,-0.01,0.47,0.92,0.00,-0.01,0.99,0.02,0.08,-0.95,-0.00,-0.01,1.00,-1.12,0.10,-0.27,0.00,0.01,1.00,-0.39,0.76,-1.54,-0.01,0.02,1.00,0.24,-0.19,-0.62
-0.01,0.01,1.00,0.07,0.22,-1.58,-0.00,0.01,1.00,-0.08,0.14,1.15,0.00,-0.01,0.99,0.02,0.08,-0.98,-0.00,-0.02,1.00,-0.91,0.11,-0.06,-0.00,0.01,1.03,-0.53,0.63,-1.57,-0.00,0.01,1.00,0.13,0.10,-0.73
-0.00,0.00,1.00,0.05,0.28,-1.56,-0.01,0.00,1.00,-0.25,0.08,1.17,-0.00,-0.00,1.00,-0.27,0.14,-1.14,-0.00,-0.01,1.00,-0.62,0.31,0.08,0.00,0.01,1.00,-0.56,0.56,-1.58,-0.00,0.01,0.99,0.59,0.13,-0.92
0.00,0.00,1.01,0.12,0.62,-1.50,0.01,0.01,1.00,-0.22,0.04,1.10,0.00,0.00,1.00,-0.11,0.04,-0.92,-0.00,-0.01,1.00,-0.47,0.46,0.22,-0.00,0.01,1.01,-0.43,0.64,-1.56,-0.00,0.01,1.00,0.35,0.08,-0.79
0.01,0.00,1.00,0.17,0.47,-1.37,0.01,0.01,1.00,-0.01,0.26,0.93,0.00,-0.00,1.00,0.38,0.14,-1.00,0.00,-0.01,1.01,-0.31,0.31,0.34,-0.01,0.01,0.99,-0.27,0.76,-1.50,0.00,-0.00,1.01,0.14,-0.21,-1.01
0.01,-0.00,1.00,-0.04,0.48,-1.36,-0.00,0.01,0.99,-0.04,0.07,1.02,0.00,0.00,0.99,0.03,0.30,-0.75,0.00,-0.01,1.00,-0.22,0.09,0.63,0.00,0.00,1.00,-0.32,0.85,-1.51,0.00,-0.00,1.00,0.35,-0.10,-0.97
0.01,-0.00,1.00,0.22,0.46,-1.28,0.00,0.01,0.99,-0.02,0.14,1.05,0.00,0.00,1.00,0.35,0.37,-0.72,-0.01,-0.01,1.01,-0.05,-0.18,0.60,-0.00,0.00,1.00,-0.09,0.62,-1.43,0.00,-0.00,1.01,0.60,0.10,-0.95
-0.00,-0.00,1.00,0.27,0.55,-1.13,0.00,0.01,1.00,-0.01,0.03,1.06,0.00,0.01,0.99,0.66,0.25,-0.76,-0.01,-0.02,1.00,0.07,-0.11,0.72,0.00,0.00,1.00,0.05,0.70,-1.68,-0.00,-0.01,1.00,0.79,-0.11,-0.81
0.00,-0.01,1.00,0.44,0.56,-0.96,-0.00,0.01,0.99,-0.18,0.12,0.78,0.00,0.01,1.00,0.60,0.21,-0.56,-0.01,-0.01,1.01,0.26,-0.08,0.55,0.00,0.01,1.00,-0.05,0.54,-1.38,0.00,-0.01,1.01,0.69,0.10,-0.55
0.00,-0.00,1.00,0.24,0.42,-0.98,-0.01,0.01,0.99,0.27,-0.21,0.72,0.01,0.00,1.00,0.30,0.11,-0.34,-0.01,-0.02,1.01,0.13,-0.05,0.52,-0.00,0.01,1.00,0.20,0.66,-1.18,0.00,-0.01,1.01,1.05,0.09,-0.66
-0.00,-0.01,0.99,0.38,0.56,-0.78,-0.00,0.01,1.00,-0.02,-0.35,0.70,0.01,-0.00,0.99,0.37,-0.01,-0.27,-0.01,-0.02,1.01,0.15,0.08,0.47,-0.00,0.01,0.99,0.09,0.79,-1.31,0.00,-0.01,1.00,0.98,0.07,-0.59
0.00,0.01,0.99,0.37,0.49,-0.89,-0.01,0.01,1.00,0.05,0.09,0.56,0.00,0.01,0.99,0.62,0.02,-0.24,-0.01,-0.02,1.02,0.01,0.03,0.37,0.00,0.00,1.00,0.11,0.79,-1.37,0.00,-0.01,1.01,1.20,0.02,-0.64
0.01,0.00,1.00,0.30,0.53,-1.02,-0.00,0.00,1.01,0.15,-0.20,0.40,-0.00,0.01,1.00,0.60,0.33,-0.21,-0.01,-0.02,1.01,-0.13,0.28,0.23,0.00,0.01,1.00,-0.02,0.68,-1.27,-0.00,-0.01,1.00,0.90,0.18,-0.31
-0.00,-0.00,0.99,0.36,0.71,-0.86,0.00,0.01,1.00,0.12,-0.25,0.65,0.00,0.00,0.99,0.25,-0.10,-0.37,-0.01,-0.02,1.01,0.01,0.10,0.18,0.01,0.00,0.99,0.02,0.68,-0.97,0.00,-0.02,1.00,0.82,0.27,-0.22
-0.01,0.00,1.00,0.36,0.69,-0.75,-0.00,0.01,1.00,0.13,0.02,0.58,0.01,0.01,1.01,0.64,-0.34,-0.34,-0.00,-0.01,1.01,-0.02,0.11,0.11,0.00,0.00,1.01,0.04,0.81,-0.82,0.00,-0.01,1.01,0.92,0.22,-0.29
-0.00,-0.00,1.01,0.31,0.69,-0.65,-0.01,0.01,0.99,0.21,-0.05,0.53,0.00,0.01,0.99,0.55,-0.21,-0.33,-0.01,-0.02,1.01,0.30,0.24,0.07,-0.00,-0.00,1.00,0.00,0.65,-0.94,0.00,-0.01,1.00,1.24,0.08,-0.13
0.00,0.00,1.00,0.19,0.59,-0.69,0.00,0.01,1.00,0.04,-0.28,0.26,0.00,0.01,0.99,0.63,-0.20,-0.33,-0.00,-0.03,1.01,0.20,0.11,0.00,-0.00,0.01,1.00,0.07,0.82,-0.66,0.01,-0.01,1.01,0.93,0.22,-0.15
-0.00,-0.00,1.00,0.21,0.65,-0.82,-0.01,0.01,0.99,0.16,-0.31,0.54,0.00,0.00,0.99,0.28,-0.15,-0.44,-0.01,-0.02,1.01,0.27,0.11,-0.11,-0.00,0.01,0.99,0.05,0.63,-0.37,-0.01,-0.01,1.00,1.07,0.29,0.04
0.00,-0.00,1.00,0.13,0.60,-0.63,-0.01,0.01,1.00,0.00,-0.25,0.25,0.00,0.00,0.99,-0.15,-0.16,-0.56,-0.01,-0.01,1.01,0.39,0.17,-0.27,-0.00,0.00,1.00,0.23,0.56,-0.34,-0.00,-0.01,1.00,1.03,0.29,-0.07
-0.00,-0.01,1.01,0.22,0.92,-0.65,-0.00,0.01,1.00,-0.10,-0.37,0.27,-0.00,0.01,0.99,-0.08,-0.34,-0.37,0.00,-0.01,1.00,0.49,0.18,-0.25,0.00,0.00,0.99,0.27,0.61,-0.44,0.00,-0.02,1.00,1.02,0.31,0.30
0.00,-0.00,1.01,0.29,0.81,-0.51,0.01,0.01,1.00,-0.05,-0.49,0.43,0.01,0.01,0.99,0.07,-0.27,-0.48,-0.00,-0.01,1.01,0.55,0.23,-0.30,-0.00,0.00,1.00,0.25,0.50,-0.34,0.00,-0.00,1.00,1.05,0.40,0.17
-0.01,-0.01,1.01,0.13,0.77,-0.57,0.00,0.00,1.00,0.01,-0.28,0.26,0.00,0.00,0.99,0.70,-0.15,-0.52,-0.01,-0.02,1.00,0.45,0.25,-0.47,0.00,0.01,1.00,0.27,0.66,-0.39,-0.00,-0.01,1.01,1.03,0.21,0.21
0.00,-0.01,1.00,0.31,0.66,-0.47,0.01,0.01,1.00,-0.17,-0.35,0.28,0.01,0.00,1.00,1.01,0.14,-0.27,-0.01,-0.02,1.01,0.34,0.19,-0.57,-0.00,0.01,0.99,0.30,0.56,-0.08,0.00,-0.01,1.00,0.92,0.38,0.27
0.00,0.00,1.00,0.35,0.77,-0.34,0.00,0.01,1.00,0.13,-0.28,0.28,0.01,-0.00,1.00,1.24,-0.01,-0.25,0.00,-0.02,1.00,0.22,0.25,-0.48,0.00,0.00,1.00,0.08,0.48,-0.24,-0.00,-0.01,1.01,1.08,0.29,0.28
-0.00,-0.00,1.00,0.41,0.76,-0.34,-0.00,0.01,0.99,-0.12,-0.53,0.39,-0.00,-0.00,1.00,0.80,-0.09,-0.34,-0.00,-0.01,1.01,0.21,0.32,-0.66,0.00,0.00,1.00,0.21,0.61,-0.08,0.00,-0.00,0.99,1.18,0.26,0.47
0.00,-0.01,1.00,0.27,0.69,-0.50,-0.00,0.00,1.00,0.15,-0.66,0.24,0.01,0.00,1.01,0.44,-0.31,-0.30,-0.01,-0.01,1.00,0.27,0.40,-0.59,-0.01,0.01,1.00,0.07,0.47,-0.02,-0.00,-0.00,1.00,0.95,0.33,0.52
-0.00,-0.00,1.00,0.24,0.52,-0.35,0.00,0.01,1.00,0.18,-0.78,0.31,0.00,0.00,1.00,0.19,-0.31,-0.40,-0.00,-0.02,1.00,0.24,0.24,-0.60,-0.00,0.00,1.00,0.22,0.51,0.03,-0.00,-0.01,1.00,1.01,0.37,0.71
0.01,0.00,1.00,0.42,0.41,-0.27,-0.00,0.01,1.01,0.05,-0.59,0.10,-0.00,0.01,0.99,-0.04,-0.21,-0.37,-0.01,-0.01,1.01,0.06,0.27,-0.76,0.00,0.01,1.00,0.15,0.46,0.06,-0.01,-0.01,1.00,0.96,0.31,0.78
-0.00,-0.01,1.00,0.57,0.49,-0.24,-0.01,0.01,1.00,0.02,-0.61,0.04,0.00,0.01,1.00,0.27,0.11,-0.24,-0.01,-0.01,1.00,-0.02,0.24,-0.69,0.00,0.01,1.00,0.18,0.45,0.08,0.00,-0.00,1.00,1.23,0.25,0.73
-0.00,-0.00,1.00,0.56,0.37,-0.27,-0.00,0.01,1.00,0.32,-0.73,0.05,0.00,0.01,1.00,0.52,-0.27,-0.46,-0.01,-0.01,1.00,0.09,0.29,-0.71,-0.00,0.00,1.00,0.44,0.40,0.18,-0.00,0.00,1.00,0.96,0.21,0.81
-0.00,-0.00,1.00,0.64,0.20,-0.05,-0.00,0.00,1.00,0.31,-0.92,0.06,-0.01,0.01,1.00,0.64,-0.26,-0.47,-0.00,-0.01,1.00,0.03,0.25,-0.81,-0.01,0.00,0.99,0.22,0.61,0.12,-0.00,0.00,0.99,0.92,0.27,0.60
-0.01,-0.00,1.00,0.48,0.30,-0.12,-0.00,0.01,0.99,0.33,-1.04,0.10,-0.00,0.01,1.00,0.62,-0.27,-0.53,-0.00,-0.01,1.01,0.02,0.24,-0.66,-0.00,0.01,1.00,0.36,0.54,0.33,-0.01,-0.01,0.99,1.00,0.50,0.53
0.01,0.01,1.00,0.78,0.35,0.02,-0.00,0.01,1.00,0.08,-0.75,0.05,-0.00,0.02,1.00,0.44,-0.12,-0.60,-0.01,-0.00,1.00,0.24,0.47,-0.62,-0.00,0.00,1.00,0.27,0.58,0.09,-0.01,0.01,1.00,1.05,0.26,0.44
-0.01,0.00,1.00,0.74,0.28,0.27,0.00,0.00,1.00,0.02,-0.84,-0.12,-0.01,0.00,0.99,0.38,-0.10,-0.54,-0.01,-0.01,1.00,0.39,0.13,-0.54,0.00,0.01,1.00,0.25,0.47,0.13,0.00,0.00,0.99,0.89,0.34,0.76
0.00,0.00,1.00,0.67,0.21,0.17,-0.01,-0.00,1.00,0.40,-0.94,0.13,0.00,0.01,1.00,0.47,-0.02,-0.55,-0.00,-0.01,1.01,0.49,0.19,-0.40,0.00,0.00,1.00,0.00,0.43,0.10,0.00,0.00,1.00,1.11,0.40,0.63
-0.00,0.00,1.00,0.84,0.38,0.05,0.00,0.00,1.00,0.42,-0.86,0.06,0.00,0.00,1.00,0.33,0.11,-0.48,-0.00,0.00,1.02,0.53,0.14,-0.44,-0.00,0.01,1.00,0.28,0.62,-0.02,-0.00,0.00,1.00,1.23,0.18,0.71
0.01,-0.00,1.00,0.64,0.37,0.05,0.01,0.01,1.00,0.35,-0.89,-0.03,0.00,-0.00,1.01,0.41,-0.06,-0.56,-0.00,-0.00,1.00,0.56,0.14,-0.31,-0.00,0.01,1.00,0.10,0.42,0.05,-0.00,-0.00,1.00,1.16,0.40,0.57
0.01,0.01,1.00,0.40,0.55,-0.06,-0.00,0.01,1.00,0.18,-0.92,0.03,0.01,-0.00,1.00,0.14,-0.24,-0.70,-0.01,-0.01,0.99,0.71,0.18,-0.17,0.00,0.01,1.00,0.18,0.47,-0.03,-0.01,0.01,1.00,1.05,0.54,0.54
0.00,-0.00,1.00,0.35,0.33,-0.02,-0.00,0.01,1.00,0.21,-0.73,-0.18,0.00,-0.00,0.99,-0.11,-0.27,-0.96,0.00,-0.01,1.00,0.73,0.18,-0.11,-0.00,0.00,1.00,0.08,0.38,-0.01,-0.00,-0.00,1.00,1.06,0.29,0.67
0.00,0.00,0.99,0.24,0.49,-0.13,0.00,0.01,1.00,0.11,-0.67,-0.28,0.01,-0.00,0.99,0.10,-0.24,-0.61,0.00,-0.00,1.01,0.56,0.13,-0.27,-0.00,0.00,1.00,0.06,0.47,0.11,-0.00,-0.00,1.00,1.05,0.34,0.67
-0.00,0.00,1.00,0.00,0.58,-0.25,0.00,0.00,1.00,0.27,-0.76,0.06,0.01,-0.00,0.99,-0.01,0.01,-0.82,-0.00,-0.01,1.01,0.23,0.08,-0.24,0.00,0.00,1.00,0.10,0.38,0.02,0.00,0.00,1.00,0.78,0.34,0.65
-0.00,0.00,0.99,-0.03,0.20,-0.11,-0.01,0.00,1.00,0.18,-0.69,-0.07,0.00,-0.00,1.01,0.06,-0.24,-0.82,-0.01,-0.01,1.00,0.23,-0.08,-0.11,0.01,0.01,1.01,0.05,0.50,0.23,0.01,-0.00,1.00,0.92,0.24,0.56
0.00,0.00,1.00,0.04,0.32,-0.07,-0.00,0.01,1.00,0.27,-0.61,-0.17,-0.00,0.00,1.00,0.30,-0.31,-0.83,0.01,-0.01,1.00,0.16,-0.04,-0.31,-0.00,0.01,1.00,0.13,0.40,0.18,0.00,0.00,1.00,0.92,0.31,0.60
0.00,0.00,1.00,0.17,0.26,-0.11,-0.00,0.01,0.99,0.34,-0.67,-0.19,0.00,0.00,1.01,0.31,0.00,-0.69,-0.00,-0.01,1.00,-0.02,0.01,-0.16,-0.00,0.00,0.99,0.15,0.34,0.21,-0.00,-0.00,1.00,0.95,0.40,0.76
0.00,-0.00,1.00,0.02,0.43,-0.18,-0.01,0.01,1.00,-0.05,-0.66,-0.18,-0.00,0.00,1.01,0.15,0.03,-0.66,0.01,-0.01,1.00,0.10,-0.26,-0.17,-0.00,0.01,1.00,0.13,0.38,0.15,0.00,-0.00,1.00,1.11,0.27,0.69
0.01,0.00,0.99,0.11,0.33,-0.24,0.00,0.01,1.00,0.10,-0.65,-0.18,-0.00,0.00,1.01,-0.08,-0.26,-0.54,-0.00,-0.01,1.01,0.28,-0.10,-0.26,-0.01,0.01,1.00,0.15,0.31,0.28,0.01,-0.00,1.00,1.05,0.33,0.65
0.01,0.00,1.00,-0.06,0.50,-0.14,0.00,0.01,1.00,0.10,-0.64,-0.17,0.00,0.00,0.99,-0.40,0.02,-0.69,-0.00,-0.02,1.00,0.27,-0.11,-0.18,-0.00,0.01,0.99,0.31,0.50,0.24,0.00,0.00,1.00,1.11,0.14,0.71
-0.00,0.01,1.00,0.15,0.45,0.00,-0.00,0.01,1.00,0.22,-0.64,-0.33,0.00,0.00,1.01,-0.64,0.09,-0.66,0.00,-0.01,1.00,0.47,-0.13,-0.07,0.00,0.00,0.99,0.23,0.44,0.21,-0.00,-0.00,0.99,1.24,0.23,0.78
-0.01,0.01,1.00,0.11,0.43,-0.05,-0.00,0.01,1.00,0.24,-0.50,-0.16,-0.01,-0.00,1.01,-0.38,0.18,-0.65,0.00,-0.01,1.00,0.61,-0.02,-0.08,-0.00,0.00,1.00,0.32,0.31,0.08,-0.00,0.00,1.01,1.27,0.24,0.90
-0.01,0.01,0.99,0.25,0.43,-0.13,0.00,0.01,1.00,0.14,-0.48,0.20,0.00,0.00,1.00,0.47,0.09,-0.46,-0.00,-0.01,1.00,0.74,-0.02,-0.35,-0.00,0.00,0.99,0.18,0.37,0.43,0.00,-0.00,1.00,1.25,0.17,0.82
-0.00,0.00,1.01,0.44,0.50,-0.15,0.00,0.01,0.99,0.24,-0.63,-0.27,0.00,-0.00,1.00,0.90,0.28,-0.47,-0.00,-0.01,1.00,1.02,0.02,-0.11,0.00,0.01,1.00,0.17,0.39,0.34,-0.01,-0.00,1.00,1.21,0.04,0.80
-0.00,0.01,1.00,0.50,0.36,0.00,-0.01,0.01,1.00,0.05,-0.54,-0.09,0.00,-0.01,1.00,0.95,-0.07,-0.60,-0.01,-0.01,1.00,1.05,-0.11,-0.08,-0.00,0.01,1.00,0.21,0.08,0.49,0.01,-0.01,1.01,1.22,0.32,0.79
-0.00,0.01,0.99,0.43,0.20,0.02,-0.00,0.00,1.00,0.19,-0.78,-0.07,-0.00,-0.00,1.00,1.07,0.01,-0.66,-0.01,-0.00,1.00,0.85,-0.06,-0.32,-0.00,0.01,1.00,0.15,0.32,0.44,-0.00,-0.00,0.99,1.08,0.07,0.79
0.00,0.00,1.00,0.62,0.26,-0.06,0.00,0.00,1.00,0.17,-0.55,-0.18,0.00,-0.01,1.00,1.18,-0.25,-0.87,0.00,-0.01,1.00,0.92,0.05,-0.17,0.00,0.01,1.00,0.37,0.27,0.37,-0.01,0.00,1.00,1.09,0.09,0.88
-0.00,0.01,1.00,0.40,0.20,-0.08,-0.00,0.01,1.00,0.21,-0.68,-0.05,0.00,-0.01,1.00,1.09,-0.47,-0.72,-0.00,-0.01,1.01,0.73,-0.09,-0.40,0.00,0.00,1.00,0.21,0.23,0.36,-0.01,0.00,1.00,1.20,0.03,0.85
-0.00,0.01,1.00,0.52,0.17,0.04,0.01,0.00,1.00,0.33,-0.63,0.14,-0.00,-0.01,1.00,1.18,-0.52,-0.85,-0.00,-0.01,1.00,0.77,0.02,-0.19,0.00,0.01,1.00,0.24,0.18,0.47,0.00,0.01,1.00,1.06,0.15,0.76
0.00,0.00,1.00,0.66,0.13,-0.16,-0.00,0.01,1.00,0.21,-0.71,0.12,0.00,-0.00,0.99,1.65,-0.24,-0.69,-0.01,-0.01,1.01,0.45,0.02,-0.30,0.00,0.01,1.01,0.17,0.15,0.35,0.00,0.00,1.00,1.41,0.31,0.85
0.01,0.01,0.99,0.54,0.21,-0.21,-0.00,0.01,1.00,0.22,-0.76,-0.14,0.00,-0.01,0.99,1.53,-0.34,-1.00,-0.01,-0.01,1.01,0.43,-0.05,-0.28,-0.00,0.00,1.00,0.18,0.11,0.50,0.00,-0.00,1.00,1.24,0.18,0.78
-0.00,0.00,1.00,0.60,0.18,-0.11,0.00,0.01,1.01,0.27,-0.79,-0.02,-0.00,0.00,1.01,1.25,-0.42,-0.79,-0.00,-0.00,1.00,0.37,-0.12,-0.43,0.00,0.01,1.01,0.36,0.18,0.34,0.00,0.00,1.00,1.42,0.04,0.89
-0.00,0.00,0.99,0.76,-0.02,-0.24,-0.00,0.01,1.00,0.28,-0.66,0.04,-0.00,-0.01,1.02,1.47,-0.47,-0.98,0.00,-0.01,1.00,0.38,-0.19,-0.51,0.00,0.01,1.00,0.20,0.29,0.30,0.00,0.00,1.00,1.26,-0.03,0.98
-0.01,0.00,0.99,0.77,0.07,-0.15,-0.00,0.01,1.01,0.27,-0.50,0.04,-0.00,0.00,1.01,1.26,-0.31,-0.67,-0.00,-0.01,1.00,0.48,-0.31,-0.43,-0.00,0.00,1.00,0.21,0.18,0.27,-0.00,0.01,1.00,1.09,-0.04,1.01
-0.01,0.00,1.00,0.79,0.09,-0.08,-0.01,0.01,1.01,0.21,-0.70,-0.02,-0.00,-0.00,1.00,0.94,-0.23,-0.82,0.00,-0.00,1.00,0.31,-0.14,-0.20,-0.00,0.01,1.00,0.22,0.10,0.13,-0.00,0.01,1.00,1.24,0.28,0.82
0.00,-0.00,1.00,0.37,0.25,-0.08,0.00,0.02,1.00,-0.11,-0.62,-0.15,-0.00,0.00,1.00,0.47,-0.18,-0.73,0.00,-0.00,0.99,0.26,-0.22,-0.29,0.00,0.01,1.00,0.28,0.12,0.47,-0.01,0.00,1.00,0.95,0.00,0.64
-0.01,-0.00,1.00,0.50,0.15,-0.39,-0.00,0.01,0.99,0.05,-0.43,-0.03,-0.00,-0.01,1.00,0.26,-0.11,-0.65,0.00,-0.00,1.00,0.40,-0.07,-0.22,-0.00,0.01,1.00,0.17,0.06,0.32,0.00,0.00,1.00,1.05,-0.01,0.85
0.00,0.01,0.99,0.37,0.04,-0.14,-0.00,0.01,1.00,-0.02,-0.23,-0.27,-0.01,0.00,1.02,0.19,-0.18,-0.76,-0.00,-0.00,1.00,0.47,-0.23,-0.16,0.00,0.01,0.99,0.04,0.16,0.24,0.00,0.01,0.99,0.93,-0.02,0.88
-0.00,0.00,0.99,0.40,0.24,-0.41,0.00,0.00,1.00,0.10,-0.33,-0.05,0.01,-0.01,1.00,0.12,-0.02,-0.76,0.00,-0.00,1.00,0.39,-0.16,-0.28,0.00,0.01,0.99,0.15,0.16,0.14,-0.00,-0.00,1.00,1.01,0.11,0.76
0.00,0.01,1.00,0.37,0.26,-0.15,-0.00,0.01,1.00,0.05,-0.34,-0.09,0.00,0.00,1.00,0.49,-0.08,-0.80,-0.00,-0.00,1.00,0.44,-0.04,-0.19,0.00,0.01,0.99,0.13,0.10,0.00,0.00,0.00,0.99,0.79,0.05,0.78
-0.00,-0.00,1.01,0.44,0.28,-0.07,-0.00,0.01,1.00,0.12,-0.20,0.29,0.00,-0.00,0.98,1.02,0.02,-1.19,0.00,0.00,1.00,0.59,0.05,-0.22,-0.00,0.01,1.00,0.16,0.24,0.16,-0.00,0.00,1.01,0.85,0.18,0.77
-0.00,0.00,0.99,0.41,0.18,-0.21,0.00,0.01,1.00,0.06,-0.28,0.11,-0.00,-0.00,1.00,1.22,0.11,-1.08,0.00,-0.00,1.01,0.68,0.14,-0.08,-0.00,0.01,0.99,0.00,0.22,0.24,-0.00,-0.00,0.99,1.06,0.09,0.80
0.00,-0.00,1.00,0.18,0.13,-0.30,0.00,0.01,1.00,-0.13,-0.35,-0.10,-0.00,0.00,1.00,1.63,-0.02,-1.24,0.01,-0.00,1.01,0.74,-0.14,-0.04,-0.00,0.01,1.00,0.22,0.01,0.04,-0.00,-0.00,0.99,1.14,-0.18,0.79
0.00,0.00,1.00,0.13,-0.06,-0.29,-0.00,0.01,1.00,-0.08,-0.41,0.19,0.00,0.00,1.00,1.84,-0.09,-1.29,0.00,-0.01,1.00,0.63,-0.02,0.18,0.00,0.01,0.99,0.20,0.17,0.05,-0.00,0.00,0.99,1.08,0.03,0.61
0.01,0.00,1.00,0.09,0.08,-0.30,0.01,0.01,1.00,-0.01,-0.08,0.06,0.01,0.00,1.00,1.86,0.02,-1.37,-0.00,-0.00,1.01,0.73,0.15,0.02,0.00,0.01,0.99,0.23,-0.02,0.18,0.00,0.00,0.99,1.15,0.11,0.78
0.00,-0.01,0.99,-0.19,-0.05,-0.44,0.00,0.01,1.01,0.06,-0.22,-0.07,0.00,-0.01,1.00,1.58,0.07,-1.29,0.00,-0.01,1.00,0.45,-0.09,-0.18,-0.00,0.01,1.00,0.20,0.16,0.09,0.00,0.01,1.00,1.51,-0.02,0.82
0.01,-0.00,1.00,-0.08,-0.03,-0.40,0.00,0.01,1.00,0.16,-0.45,-0.23,0.00,0.00,1.01,1.14,-0.24,-1.13,0.00,-0.01,0.99,0.60,0.10,0.03,0.00,0.01,1.00,0.21,0.07,0.24,-0.00,0.00,1.00,1.27,0.05,0.78
0.00,-0.01,1.00,0.11,-0.02,-0.35,0.00,0.01,1.01,0.02,-0.22,-0.24,0.00,-0.00,1.00,0.98,-0.15,-0.99,-0.00,-0.00,1.00,0.66,0.00,-0.03,-0.00,0.01,1.00,0.45,0.05,0.31,0.00,0.01,1.00,1.38,-0.07,0.66
0.00,0.00,1.00,-0.21,-0.16,-0.32,0.01,0.01,1.01,-0.11,0.01,-0.25,0.00,-0.00,1.01,0.74,-0.22,-0.89,-0.00,-0.01,1.00,0.64,-0.08,0.02,0.00,0.01,1.00,0.18,0.30,0.09,-0.00,0.00,1.00,1.21,0.08,0.83
0.00,-0.00,1.00,-0.25,0.03,-0.40,-0.00,0.01,1.01,-0.12,-0.10,-0.37,-0.00,-0.00,1.01,0.71,-0.21,-0.63,-0.00,-0.01,0.99,0.63,-0.03,0.02,0.00,0.01,1.00,0.05,0.14,0.18,0.00,0.00,1.00,1.36,-0.11,0.81
